c1,c2,c3,c4,c5,c6
Motor vehicles not to be registered unless they comply with certain requirements.,3,6,,,No motor vehicle shall be registered as a motor car if the tare of that vehicle exceeds four thousand five hundred kilograms.
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,1,,,No motor coach shall be registered unless the person for the time being entitled to the possession of that motor coach is
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,1,a,,"the Sri Lanka Central Transport Board or a Regional Transport Board established under the Transport Board Law, No. 19 of 1978 ; or"
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,1,b,,the holder of a certificate of eligibility (granted under Part IV) for stage carriage permits for occasional omnibus services ;or
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,1,c,,the holder of a private coach permit for that motor coach.
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,2,,,"No person shall be registered as the owner of a motor coach unless that person is the Sri Lanka Central Transport Board or a Regional Transport Board, established under the Transport Board Law, No. 19 of 1978, or the holder of"
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,2,a,,a certificate of eligibility (granted under Part IV) for stage carriage permits for occasional omnibus services ; or
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,2,b,,a private coach permit for that motor coach.
Prohibition of registration of motor coaches and owners thereof except in certain cases.,4,3,,,Notwithstanding the provisions of subsection (2) the Commissioner-General may register as the owner of a motor coach a person who intends to let out that motor coach to a person who is eligible to be registered under subsection (2)
Description of motor vehicles upon registration.,5,1,,,A motor coach which is to be registered under this Part-
Description of motor vehicles upon registration.,5,1,a,,"shall, if it is stated by the applicant for registration to be intended for use for the carriage of persons otherwise than for fee or reward, be registered as a private coach ;"
Description of motor vehicles upon registration.,5,1,b,,"shall, if it is stated by the applicant for registration to be intended for the carriage of persons for fee or reward, be registered as an omnibus."
Description of motor vehicles upon registration.,5,2,,,A motor vehicle which is to be registered under this Part and-
Description of motor vehicles upon registration.,5,2,a,,"which is a motor cycle, light motor cycle, motor car, motor home, quadricycle, dual purpose vehicle, motor tricycle, motor tricycle van, motor lorry, light motor lorry, heavy motor lorry, motor coach, light motor coach, heavy motor coach, land vehicle, hand tractor, special purpose vehicle, motor ambulance, motor hearse or vehicle used by persons with disabilities as the case may be shall be registered as such ;"
Description of motor vehicles upon registration.,5,2,b,,which does not fall into any category specified in paragraph (a)Â Â Â  shall be registered as a motor vehicle of such description as may be prescrib
Register of motor vehicles.,6,a,,,"The Commissioner-General shall keep a register of all motor vehicles registered under this Act and shall enter or cause to be entered therein, in the prescribed form particulars relating to each such vehicle."
Register of motor vehicles.,6,b,,,Regulations may be made requiring the Commissioner-General to keep separate registers of different classes of motor vehicles or of motor vehicles intended to be usually kept or used in different areas.
Application for registration.,7,1,,,"Every application for the registration of a motor vehicle shall be made to the Commissioner-General substantially in the prescribed form, shall be signed by the person for the time being entitled to the possession of the motor vehicle, and shall set out all particulars relating to that motor vehicle in respect of such of the matters specified in that form as may be applicable to that motor vehicle."
Application for registration.,7,2,,,"Every applicant for the registration of a motor vehicle, other than a motor cycle, shall, if required to do so by the Commissioner-General, furnish proof of the weight of the motor vehicle to the satisfaction of the Commissioner-General."
Application for registration.,7,3,,,"Notwithstanding anything in subsection (1) to the contrary, any dealer in motor vehicles, who is authorized in writing for the purpose by a person who is absent from Sri Lanka, may make application on behalf of that person for the registration of a motor vehicle, and in any such case the application shall for the purposes of this section and of section 9 (1) be deemed to have been signed and made by that person."
Application for registration.,7,4,,,"The application for the registration of a motor vehicle which is let under a hire purchase or leasing agreement shall be forwarded to the Commissioner-General by the person who so let that vehicle. Every such application shall be accompanied by a statement in the prescribed form, and by the prescribed fee for the entry in the register, as required by subsection (5) of section 9 of the name of that person as the absolute owner thereof."
Registration fee,8,,,,No motor vehicle shall be registered except upon payment of the prescribed fee.
Distinctive number and certificate of registration.,9,1,,,Upon the registration of a motor vehicle* the Commissioner- General shall
Distinctive number and certificate of registration.,9,1,a,,assign to the motor vehicle a number or a combination of one or more letters and one or more numbers or assign a number under a special series of numbers (in this Act referred to as a ' distinctive number') ; and
Distinctive number and certificate of registration.,9,1,b,,"register the person by whom the application for registration was made, as the owner of the vehicle ; and"
Distinctive number and certificate of registration.,9,1,c,,enter in the register any conditions he deems necessary to ensure that the requirements of any provision of this Act or any other law are complied with ; and
Distinctive number and certificate of registration.,9,1,d,,issue to that person a certificate of registration in the prescribed form.
Distinctive number and certificate of registration.,9,2,,,"Where the ownership of a motor vehicle (other than a motor vehicle which is let under a hire-purchase agreement) is claimed by two or more persons, the Commissioner-General shall register as the owner of the vehicle-"
Distinctive number and certificate of registration.,9,2,a,,such one of those persons as may be nominated by them for the purpose of such registration ; or
Distinctive number and certificate of registration.,9,2,b,,"in the event of any dispute between those persons, such one of them as may be selected for the purpose by the Commissioner- General after such inquiry as he may deem necessary :"
Distinctive number and certificate of registration.,9,2,,,Provided that nothing in the preceding provisions of this subsection shall be deemed or construed to authorize the Commissioner-General to register a person as owner of a motor coach in contravention of the provisions of section 4.
Distinctive number and certificate of registration.,9,3,,,"In any case referred to in subsection (2), the Commissioner-General may also enter in the register the names of the other claimants to the ownership of the vehicle, but no such entry of the name of any claimant shall be deemed to affect any liability which the person registered as the owner may incur under any of the provisions of this Act or to vest in such claimant any of the rights or powers conferred by this Act upon the registered owner of a motor vehicle."
Distinctive number and certificate of registration.,9,4,,,"The decision of the Commissioner-General under paragraph (b) of subsection (2) shall be final and conclusive for the purposes of this Act; but shall not be deemed to prejudice or to affect in any way the right of the other claimants to the ownership of the vehicle to cause their claim to be determined by an action at law, and the final determination in any such action shall be binding upon the Commissioner-General."
Distinctive number and certificate of registration.,9,5,,,"At the time of the registration of a motor vehicle which is let under a hire purchase or leasing agreement, the Commissioner-General shall also enter in the register the name of the person who so let the vehicle as the absolute owner thereof, but no such entry of the name of any person as absolute owner shall be deemed-"
Distinctive number and certificate of registration.,9,5,a,,to affect any liability which the person registered as the owner may incur under any of the provisions of this Act; or
Distinctive number and certificate of registration.,9,5,b,,to vest in the person whose name is so entered as absolute owner any of the rights or powers conferred by this Act upon the registered owner of a vehicle; or
Distinctive number and certificate of registration.,9,5,c,,to prejudice or to affect in any way the right of any other person who claims to be the owner of the vehicle to cause his claim to be determined by an action at law and thereupon to require alteration of the register in accordance with the final determination in such action.
Distinctive number and certificate of registration.,9,6,,,"The entry required by subsection (5) shall be made in the space provided in the register for the entry of the names of the other claimants, if any, to the ownership of a motor vehicle."
Distinctive number and certificate of registration.,9,7,,,"Within a period of fourteen days after the due settlement of liabilities of a hire-purchase agreement in respect of a motor vehicle, the person who so let that vehicle shall forward to the Commissioner- General a written application for the deletion from the entry in the register relating to that vehicle of the same of the absolute owner thereof entered under subsection (5). Such application shall be accompanied by the prescribed fee for such deletion."
Information to Commissioner- General.,10,1,,,"The registered owner of a motor vehicle shall, whenever required by the Commissioner-General-"
Information to Commissioner- General.,10,1,a,,"forthwith furnish to the Commissioner-General all such information as the Commissioner-General may require, or proof of the weight of the motor vehicle, for the purpose of verifying the entries relating to that motor vehicle in the register; and"
Information to Commissioner- General.,10,1,b,,forthwith forward to the Commissioner-General the certificate of registration relating to that motor vehicle
Information to Commissioner- General.,10,2,,,The registered owner of a motor vehicle shall-
Information to Commissioner- General.,10,2,a,,"forthwith inform the Commissioner General in the specified form, of any circumstance or event which affects the accuracy of any entry in the registers relating to the motor vehicle and shall at the same time forward or deliver to the Commissioner-General the Certificate of Registration of such motor vehicle accompanied by the prescribed fee; and"
Information to Commissioner- General.,10,2,b,,"where he intends to effect such alteration in a motor vehicle as will change the class, overall measurements, external appearance, wheel base or seating capacity as specified in the Certificate of Registration, obtain the prior approval of the Commissioner-General to effect such changes."
Information to Commissioner- General.,10,3,,,The registered owner of a motor vehicle shall forthwith inform the Commissioner-General in the specified form of any circumstance or event which affects the accuracy of any entry in the registers relating to himself and shall at the same time forward or deliver to the Commissioner-General the Certificate of Registration of the motor vehicle accompanied by the prescribed fee.
Information to Commissioner- General.,10,4,,,"The registered owner of a motor vehicle who contravenes or fails to comply with any of the provisions of the preceding subsections shall be guilty of an offence and shall, on conviction be liable to a fine not less than ten thousand rupees and not exceeding twenty thousand rupees."
Amendments in register.,11,,,,"After a motor vehicle has been inspected, weighed or measured under section 194, or upon the receipt of any information or proof furnished in respect of a motor vehicle under section 10, the Commissioner- General may make such amendments in the register and in the certificate of registration relating to that motor vehicle as to him may seem necessary, and shall return the certificate to the registered owner; and where any amendments are to be so made, the provisions of section 5 shall apply as though the registered owner were the applicant for registration."
Transfer to be on specified forms.,11A,,,,"Where the registered owner of a motor vehicle wishes to transfer such vehicle he shall do so substantially in the prescribed Forms, A, A1, B, B1, C and C1."
Procedure on change of possession of motor vehicles.,12,1,,,On any change of possession of a motor vehicle consequent on the death of the registered owner-
Procedure on change of possession of motor vehicles.,12,1,a,,"the person having the custody of the motor vehicle shall, within fourteen days of its coming into his custody, give notice of the fact to the Commissioner-General in the prescribed form;"
Procedure on change of possession of motor vehicles.,12,1,b,,"the Commissioner-General shall, upon receipt of such notice, issue any written directions that he may think necessary as to the use of the motor vehicle pending the registration of the person entitled to be registered as the new owner; and"
Procedure on change of possession of motor vehicles.,12,1,c,,"any person, to whom permission to use the motor vehicle pending such registration is given by the Commissioner-General by directions issued under paragraph (b), shall for the purposes of this Act be deemed to be the registered owner during the period for which such permission is given."
Procedure on change of possession of motor vehicles.,12,2,,,On the change of possession of a motor vehicle upon a voluntary transfer made by the registered owner -
Procedure on change of possession of motor vehicles.,12,2,a,,"the registered owner shall, within fourteen days after such change of possession -."
Procedure on change of possession of motor vehicles.,12,2,a,i,"transmit direct to the Commissioner General either by registered post or personal delivery, the duly perfected prescribed Form A ; and"
Procedure on change of possession of motor vehicles.,12,2,a,ii,"shall deliver to the new owner the duly perfected prescribed Forms B, B1, C and C1, the Certificate of Registration relating to the motor vehicle or a duplicate thereof, and the revenue licence of that motor vehicle, and shall retain the duly perfected prescribed Form A1 as proof of change of possession ;"
Procedure on change of possession of motor vehicles.,12,2,b,,such motor vehicle shall not be used at any time after fourteen days of such change of possession unless the new owner has applied for registration as the new owner thereof :  Provided that this subsection shall not apply in any case where the change of possession of a motor vehicle is consequent on a contract of hiring where the period of hiring does not exceed three months.
Procedure on change of possession of motor vehicles.,12,2,a,,A registered owner who fails to inform the Commissioner- General of the change of possession within fourteen days shall be guilty of an offence and shall on conviction be liable to a fine not less than three thousand rupees and not exceeding six thousand rupees.
Procedure on change of possession of motor vehicles.,12,2,b,,The new owner of a motor vehicle who fails to apply within fourteen days after change of possession to be registered as the new owner shall be guilty of an offence and shall on conviction be liable to a fine not less than one hundred rupees for each day after the fourteenth day up to the forty fourth day of such failure.
Procedure on change of possession of motor vehicles.,12,2,c,,The new owner of a motor vehicle who fails to apply within forty four days after change of possession to be registered as the new owner shall be guilty of an offence and shall on conviction be liable to a fine not less than five thousand rupees and not exceeding ten thousand rupees.
Procedure on change of possession of motor vehicles.,12,2,d,,"A registered owner or a new owner who submits any document which is forged or which contains a forged signature shall be guilty of an offence and shall on conviction be liable to a fine not less than ten thousand rupees, and not exceeding fifteen thousand rupees."
Procedure on change of possession of motor vehicles.,12,2,e,,"A police officer may detain a motor vehicle, the possession of which has changed and which is in use on a road for such period as may reasonably be necessary for the purpose of verification of ownership and shall release it to the new owner-"
Procedure on change of possession of motor vehicles.,12,2,e,i,on confirmation by the Commissioner- General that such vehicle has been registered in the name of the new owner thereof; and
Procedure on change of possession of motor vehicles.,12,2,e,ii,on production of the Certificate of Registration thereof.
Procedure on change of possession of motor vehicles.,12,4,,,On any change of possession of a motor vehicle otherwise than on the death of the registered owner or a voluntary transfer made by him-
Procedure on change of possession of motor vehicles.,12,4,a,,"the registered owner of the vehicle shall, within fourteen days after the change o possession, deliver the revenue licence and the certificate of registration relating to the vehicle to the person into whose possession the vehicle has passed, and shall inform the Commissioner-General in writing of the change of possession;"
Procedure on change of possession of motor vehicles.,12,4,b,,"where the revenue licence and the certificate of registration are so delivered, the person into whose possession the vehicle has passed shall, within sixteen days after the change of possession, forward to the Commissioner-General the revenue licence and the certificate of registration relating to the vehicle, and shall apply to the Commissioner-General to be registered as the owner in place of the person registered as such;"
Procedure on change of possession of motor vehicles.,12,4,c,,"where the Commissioner-General is satisfied that the revenue licence or the certificate of registration relating to the vehicle has not been delivered under paragraph (a) to the person into whose possession the vehicle has passed, and that such person is entitled to the possession of the vehicle, the Commissioner- General may, upon application made by such person and on payment of the prescribed fee, issue to such person a duplicate of the certificate or direct the licensing authority to issue to him a duplicate of the revenue licence;"
Procedure on change of possession of motor vehicles.,12,4,d,,"the person into whose possession the vehicle has passed shall, upon application made as hereinafter provided and upon production to the Commissioner-General of the certificate of registration or a duplicate thereof and of the revenue licence or a duplicate thereof, be entitled, unless his registration as owner thereof is prohibited by section 4 (2), to be registered as the owner of the motor vehicle in place of the person registered as such ; and"
Procedure on change of possession of motor vehicles.,12,4,e,,"the provisions of subsection (2)(b) shall apply to that motor vehicle in like manner as they would apply, if there was a change of possession of that vehicle consequent upon a voluntary transfer made by the registered owner ."
Application for registration of new owner.,13,1,,,Every application for the registration of a new owner upon any change of possession of any motor vehicle shall-
Application for registration of new owner.,13,1,a,,be made to the Commissioner General substantially in the prescribed Forms Band C;
Application for registration of new owner.,13,1,b,,shall set out all particulars relating to that motor vehicle in respect of such of the matters specified in that form as may be applicable to that motor vehicle; and a receipt of acceptance shall be obtained from the Commissioner General.
Application for registration of new owner.,13,1,a,,The new owner shall retain the duly completed prescribed Forms B1 and C1.
Application for registration of new owner.,13,3,,,"The application for the registration of a new owner of a motor vehicle which is let under a hire purchase or leasing agreement shall be forwarded to the Commissioner-General by the person who so let the vehicle. The application aforesaid shall be accompanied by a statement in the prescribed form and by the prescribed fee for the entry in the register, as required by subsection (4) of section 14, of the name of that person as the absolute owner thereof."
Registration of new owner.,14,1,,,No person shall be registered as the new owner of a motor vehicle-
Registration of new owner.,14,1,a,,"unless the application for registration is accompanied by the prescribed fee and by the certificate of registration or a duplicate thereof, relating to that motor vehicle ;"
Registration of new owner.,14,1,b,,"unless the revenue licence for that motor vehicle or a duplicate thereof is forwarded to the Commissioner-General by the applicant or the previous owner of that motor vehicle or, if there is no such licence, unless a receipt for the payment of the fee for such licence or a certificate from the licensing authority that a valid notice of non-user has been given in respect of that vehicle under section 37 is forwarded to the Commissioner- General ;"
Registration of new owner.,14,1,c,,if his registration as owner thereof is prohibited by section 4(2) or by any of the conditions stipulated by the Commissioner- General under section 9(1)(c) ;
Registration of new owner.,14,1,d,,unless all arrears of licence duty due from the registered owner and any liability under any other law in respect of the vehicle are paid.
Registration of new owner.,14,2,,,"Upon the registration of the new owner of a motor vehicle, the Commissioner-General shall-"
Registration of new owner.,14,2,a,,either make the necessary alterations in the certificate of registration and deliver it to the new owner or issue to him a new certificate of registration ; and
Registration of new owner.,14,2,b,,"if the revenue licence for that motor vehicle has not become void under section 39, make the necessary alterations in such licence and deliver it to the new owner, and, if the revenue licence for that motor vehicle has become void under section 39, transmit the void revenue licence to the licensing authority :"
Registration of new owner.,14,2,,,"Provided, however, that the Commissioner-General may refuse to deliver the altered revenue licence to the new owner unless a certificate of insurance or a certificate of security, in conformity with the provisions of any existing law and relating to that motor vehicle, is produced to the Commissioner-General or a licensing authority for inspection."
Registration of new owner.,14,3,,,"Upon the registration under this section of the new owner of a motor vehicle, the motor vehicle shall not be used unless a new revenue licence is issued in respect thereof, if the revenue licence has become void under section 39."
Registration of new owner.,14,4,,,"At the time of the registration of the new owner of a motor vehicle which is let under a hire purchase or leasing agreement, the Commissioner-General shall also enter in the register the name of the person who so let the vehicle as the absolute owner thereof, but no such entry of the name of any person as absolute owner shall be deemed-"
Registration of new owner.,14,4,a,,"to affect any liability which the person registered as the owner may incur under any of the provisions of this Act, or"
Registration of new owner.,14,4,b,,to vest in the person whose name is so entered as absolute owner any of the rights or powers conferred by this Act upon the registered owner of a vehicle; or
Registration of new owner.,14,4,c,,to prejudice or to affect in any way the right of any other person who claims to be the owner of the vehicle to cause his claim to be determined by an action at law.
Registration of new owner.,14,5,,,"The entry required by subsection (4) shall be made in the space provided in the register for the entry of the names of the other claimants, if any, to the ownership of a motor vehicle."
Registration of new owner.,14,6,,,"Within a period of fourteen days after the due settlement of liabilities of a hire-purchase agreement in respect of a motor vehicle, the person who so let that vehicle shall forward to the Commissioner- General a written application for the deletion from the entry in the register relating to that vehicle of the name of the absolute owner thereof entered under subsection (4). Such application shall be accompanied by the prescribed fee for such deletion."
Power to change the distinctive number of a motor vehicle in certain circumstances,14A,1,,,"Where a special series of distinctive numbers is determined for the purpose of assigning, under subsection (1) of section 9, a distinctive number to each motor vehicle the registered owner of which is a diplomat or which belongs to the government of any recognized foreign state, then, if the distinctive number of any such motor vehicle is not of such special series, the Commissioner- General shall cancel the distinctive number of that motor vehicle and assign to it a distinctive number which is of such special series."
Power to change the distinctive number of a motor vehicle in certain circumstances,14A,2,,,"Where a person who is not a diplomat becomes the registered owner of a motor vehicle which does not belong to the government of a recognized foreign state and to which a distinctive number of the special series referred to in subsection (2) has been assigned, the Commissioner-General shall cancel that distinctive number and assign to that motor vehicle a distinctive number which is not of such special series."
Power to change the distinctive number of a motor vehicle in certain circumstances,14A,3,,,"Where a motor vehicle which belongs to the government of a recognized foreign state and the distinctive number of which is of the special series referred to in subsection (1) ceases to belong to that government, the Commissioner-General shall, unless a diplomat becomes the registered owner, or the government of any other recognized foreign state becomes the owner, of that motor vehicle, cancel that distinctive number and assign to that motor vehicle a distinctive number which is not of such special series and where a diplomat of a state other than the state to which the diplomat who is the registered owner becomes the owner or any other recognized foreign state becomes the owner the Commissioner-General shall cancel that distinctive number and assign to that motor vehicle such distinctive number as he may determine"
Power to change the distinctive number of a motor vehicle in certain circumstances,14A,4,,,"In this section 'diplomat' means the diplomatic representative in Sri Lanka of the government of any other country, or any person who is a member of the diplomatic staff of such diplomatic representative."
Provision for absence of registered owner from Sri Lanka.,15,1,,,"Where the registered owner of a motor vehicle is absent from Sri Lanka, that motor vehicle shall not be used at any time after the expiration of a period of two months from the date of his departure from Sri Lanka and until his return to Sri Lanka unless the Commissioner- General has under subsection (2) registered a person as the temporary owner of that vehicle."
Provision for absence of registered owner from Sri Lanka.,15,2,,,The Commissioner-General may register a person as the temporary owner of a motor vehicle-
Provision for absence of registered owner from Sri Lanka.,15,2,a,,upon application made in that behalf in the prescribed form by the registered owner (whether before or after his departure from Sri Lanka) or by the duly appointed attorney of the registered owner; or
Provision for absence of registered owner from Sri Lanka.,15,2,b,,if it is proved to his satisfaction that that person has been authorized by the registered owner to use the vehicle during his absence from Sri Lanka.
Provision for absence of registered owner from Sri Lanka.,15,3,,,"Notwithstanding anything in the preceding provisions of this section, no person shall be registered as the temporary owner of a motor coach except with the prior approval of the Commissioner- General; and the Commissioner-General may refuse to grant such approval in any case where he is not in his discretion satisfied that the motor coach will during the essence of the registered owner be used solely for the purposes of the business which the registered owner is Authorized by a permit granted under Part IV to use that motor coach. 'The provisions of subsection (2) of section 4 shall not apply in the case of the lustration under this section of any person its the temporary owner of a motor coach."
Provision for absence of registered owner from Sri Lanka.,15,4,,,No person shall be registered for any period as the temporary owner of a motor vehicle under this section except upon payment of the prescribed fee. Any person so registered shall be deemed for the purposes of this Act to be the registered owner of the motor vehicle during that period.
Provision for absence of registered owner from Sri Lanka.,15,5,,,No person shall be registered under this section as the temporary owner of a motor vehicle unless the certificate of registration and the revenue licence relating to that vehicle are delivered to the Commissioner-General.
Provision for absence of registered owner from Sri Lanka.,15,6,,,"Upon the registration under this section of any person as the temporary owner of a motor vehicle, the Commissioner-General shall endorse the certificate of registration in the prescribed manner and deliver it to that person, together with the amended revenue licence for that vehicle."
Provision for absence of registered owner from Sri Lanka.,15,6A,,,"Where the registered owner of a motor vehicle (hereafter in this subsection referred to as the 'absent owner') is absent from Sri Lanka and a person is registered as the temporary owner of that motor vehicle under this section, such temporary owner shall not make a voluntary transfer effecting a change of possession of that motor vehicle without the written consent of the absent owner or of the duly appointed attorney of the absent owner; and any such transfer made without such written consent shall be null and void."
