c1,c2,c3,c4,c5,c6
Insurers to have notice of actions.,106,2,b,,"in respect of any decree, so long as execution thereof is stayed pending appeal."
Non-liability of insurer where policy is cancelled before event,107,2,a,,"before the happening of the said event the certificate of insurance was surrendered to the insurer, or an affidavit stating that the certificate had been lost or destroyed, was made and delivered to the insurer by the person to whom the certificate was issued ; or"
Non-liability of insurer where policy is cancelled before event,107,2,b,,"after the happening of the said event but before the expiration of a period of fourteen days from the taking effect of the cancellation of the policy, the certificate was surrendered to the insurer or an affidavit was made and delivered to the insurer by the person to whom the certificate was issued ; or"
Non-liability of insurer where policy is cancelled before event,107,2,c,,"either before or after the happening of the said event, but within the said period of fourteen days, the insurer has commenced proceedings under this Part in respect of the failure to surrender the certificate."
"Declaration of non-liability for misreport sensation,& c",108,1,,,"No sum shall be payable by an insurer under section 105 if, in any proceedings commenced before or within three months after the institution of the action in which the decree was entered, he has obtained from a court of competent jurisdiction-(a) a declaration that, apart from any provision contained in the policy, he is entitled to avoid it on the ground that it was obtained by the non-disclosure of a material fact, or by a representation of fact which was false in some material particular; or(b) if he has already avoided the policy on such ground, a declaration that he was entitled so to do apart from any provision contained in the policy;"
"Declaration of non-liability for misreport sensation,& c",108,1,a,,"a declaration that, apart from any provision contained in the policy, he is entitled to avoid it on the ground that it was obtained by the non-disclosure of a material fact, or by a representation of fact which was false in some material particular; or"
"Declaration of non-liability for misreport sensation,& c",108,1,b,,"if he has already avoided the policy on such ground, a declaration that he was entitled so to do apart from any provision contained in the policy;"
"Declaration of non-liability for misreport sensation,& c",108,1,b,,"Provided that an insurer who has obtained such a declaration as aforesaid in any such proceedings shall not thereby become entitled to the benefit of this section as respects any decree obtained in an action instituted before the commencement of those proceedings, unless before or within seven days after the commencement of those proceedings he has given notice thereof to the person who is the plaintiff in the said action specifying the non-disclosure or false representation on which he proposes to rely; and any person to whom notice of such proceedings is so given shall be entitled, if he thinks fit, to be made a party to the proceedings."
"Declaration of non-liability for misreport sensation,& c",108,2,,,"In subsection (1) "" material fact "" and ""material particular"" mean respectively, a fact and a particular of such a nature as to influence the judgment of a prudent insurer in determining whether he will take the risk, and, if so, at what premium and on what conditions."
Further rights of third parties and effect of death on certain causes of action.,111,1,,,No settlement made by an insurer in respect of any claim which might be made by a third party in respect of any liability of the nature referred to in section 100 (1) (b) shall be valid unless such third party is a party to the settlement.
Further rights of third parties and effect of death on certain causes of action.,111,2,,,"Notwithstanding anything contained in any other law, the death of a person to whom a certificate of insurance had been issued, if it occurs after the happening of an event which has given rise to a claim under the provisions of this Part, shall not be a bar to the survival of any cause of action arising out of the said event against his estate or against the insurer."
Rights of third Parties against insurers on insolvency of the insured.,112,1,,,"Where under any policy of insurance effected for the purposes of this Part, a person is insured against any liability which he may incur to a third party, then-(a) in the event of the insured person being adjudged insolvent or making a composition or arrangement with his creditors, or(b) where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up being passed with respect to the company, or of a receiver or manager of the company's business or undertaking being duty appointed, or of possession being taken, by or on behalf of the holders of any debentures secured by a floating charge, of any property comprised in or subject to the charge,"
Rights of third Parties against insurers on insolvency of the insured.,112,1,a,,"in the event of the insured person being adjudged insolvent or making a composition or arrangement with his creditors, or"
Rights of third Parties against insurers on insolvency of the insured.,112,1,b,,"where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up being passed with respect to the company, or of a receiver or manager of the company's business or undertaking being duty appointed, or of possession being taken, by or on behalf of the holders of any debentures secured by a floating charge, of any property comprised in or subject to the charge,"
Rights of third Parties against insurers on insolvency of the insured.,112,1,b,,"if, either before or after that event, any such liability to any third party is incurred by the insured person, his rights against the insurer under the contract in respect of the liability shall, notwithstanding anything contained in any other law to the contrary, be transferred to and vest in the third party to whom the liability is so incurred."
Rights of third Parties against insurers on insolvency of the insured.,112,2,,,"Where any condition in a policy issued for the purposes of this Part purports either directly or indirectly to avoid the policy or to alter the rights of the parties thereunder upon the happening to the insured person of any of the events specified in clause (a) or clause (b) of subsection (1), such condition shall be of no effect."
Rights of third Parties against insurers on insolvency of the insured.,112,3,,,"Upon a transfer of rights under subsection (I), the insurer shall be under the same liability to the third party as he would have been to the insured person; Provided, however, that-(a) if the liability of the insurer to the insured person exceeds the liability of the insured person to the third party, nothing in this Part shall affect the rights of the insured person against the insurer in respect of the excess; and(b) if the liability of the insurer to the insured person is less than the liability of the insured person to the third party, nothing in this Part shall affect the rights of the third party against the insured person in respect of the balance."
Rights of third Parties against insurers on insolvency of the insured.,112,3,a,,"if the liability of the insurer to the insured person exceeds the liability of the insured person to the third party, nothing in this Part shall affect the rights of the insured person against the insurer in respect of the excess; and"
Rights of third Parties against insurers on insolvency of the insured.,112,3,b,,"if the liability of the insurer to the insured person is less than the liability of the insured person to the third party, nothing in this Part shall affect the rights of the third party against the insured person in respect of the balance."
Duty to give information as to insurance.,113,1,,,"Every person, against whom a claim is made in respect of any liability referred to in section 100 (1) (b), shall on demand made by or on behalf of the person making the claim, state whether or not he is insured in respect of that liability by any policy issued for the purposes of this Part, or would have been so insured if the insurer had not avoided or cancelled the policy, and shall, if he is or would have been so insured, give such particulars with respect to that policy as were specified in the certificate of insurance issued in respect thereof."
Duty to give information as to insurance.,113,2,,,"In the event of any insured person being adjudged insolvent or making a composition or arrangement with his creditors, or, where the insured person is a company, in the event of a winding-up order being made or a resolution for a voluntary winding-up being passed with respect to the company, or of a receiver or manager of the company's business or undertaking being duly appointed, or of possession being taken, by or on behalf of the holders of any debentures secured by a floating charge, of any property comprised in or subject to the charge, it shall be the duty of the insolvent, debtor or company, as the case may be, or the official assignee or receiver in insolvency, trustee, liquidator, receiver or manager, or person in possession of the property, to give at the request of any person claiming that the insolvent, debtor or company is under such liability to him as is covered by the provisions of this Part, such information as may reasonably be required by him for the purpose of ascertaining whether any rights have been transferred to and vested in him by section 14, and for the purpose of enforcing such rights, if any; and any condition in a policy of insurance in so far as it purports whether directly or indirectly to avoid the contract or to alter the rights of the parties thereunder upon the giving of such information in the events aforesaid, or otherwise to prohibit or prevent the giving thereof in the said events, shall be of no effect."
Duty to give information as to insurance.,113,3,,,"If the information given to any person in pursuance of this section discloses ground for supposing that there have been or may have been transferred to him under section 112 rights against any particular insurer, that insurer shall be subject to the same duty as is imposed by this section on the persons therein mentioned."
Duty to give information as to insurance.,113,4,,,"The duty imposed by this section to give information shall include a duty to allow alt contracts of insurance, receipts for premiums, and other relevant documents, in the possession or power of the person on whom the duty is so imposed, to be inspected and copies thereof to be taken,"
"Application of sections 112, 113 and 114.",116,1,,,"For the purposes of sections 112, 113 and 114 the expression ""liabilities to third parties"" in relation to a person insured under any policy of insurance shall not include any liability of that person in the capacity of insurer under some other policy of insurance."
"Application of sections 112, 113 and 114.",116,2,,,"The provisions of sections 112, 113 and 114 shall not apply-(a) where a company is wound up voluntarily merely for the purposes of reconstruction or of amalgamation with another company; or(b) to any case to which subsections (1) and (2) of section 24 of the Workmen's Compensation Ordinance apply."
"Application of sections 112, 113 and 114.",116,2,a,,where a company is wound up voluntarily merely for the purposes of reconstruction or of amalgamation with another company; or
"Application of sections 112, 113 and 114.",116,2,b,,to any case to which subsections (1) and (2) of section 24 of the Workmen's Compensation Ordinance apply.
"Regulations for the purposes of this Part,",121,2,a,,all matters stated or required in this Part to be prescribed ;
"Regulations for the purposes of this Part,",121,2,b,,the forms to be used for the purposes of this Part;
"Regulations for the purposes of this Part,",121,2,c,,"the conditions subject to which an insurer or a person or body of persons giving security may be authorized for the purposes of section 100 or section 101, and the amount of the deposit that may be required and the person with whom and the manner in which such deposit is to be made and kept;"
"Regulations for the purposes of this Part,",121,2,d,,"applications for and the issue of, certificates of insurance or of security; the custody, production, cancellation and suspension of such certificates, and the issue of duplicates of such certificates;"
"Regulations for the purposes of this Part,",121,2,e,,"the records to be kept by insurers and by persons giving securities for the purposes of this Part, and the information to be furnished to the Commissioner and to licensing authorities by such insurers and persons;"
"Regulations for the purposes of this Part,",121,2,f,,the adaptation or modification of any of the provisions of this Part for the purpose of the application of such provision in the case of motor vehicles imported for use in Sri Lanka by visitors making a temporary stay in Sri Lanka;
"Regulations for the purposes of this Part,",121,2,g,,all matters connected with or incidental to the matters specifically referred to in this section; and
"Regulations for the purposes of this Part,",121,2,h,,all such other matters as may be necessary for carrying out or giving effect to the principles and provisions of this Part.
