c1,c2,c3,c4,c5,c6
"Rules of the road,",148,3,,,A motor vehicle shall not be driven so as to overtake other traffic unless the driver of the vehicle has a clear and unobstructed view of the road ahead of him.
"Rules of the road,",148,4,,,A motor vehicle overtaking other traffic shall be kept on the right or off side of such other traffic :
"Rules of the road,",148,4,,,"Provided, however, that a motor vehicle may pass or overtake a tram car, or an animal which is being led or driven, on the side which appears to the driver of the motor vehicle to be the safer side at that time."
"Rules of the road,",148,5,,,"A motor vehicle shall not be driven alongside of or overtake, other traffic proceeding in the same direction, in such manner as to obstruct any traffic proceeding in the opposite direction."
"Rules of the road,",148,6,,,"A motor vehicle shall not be driven so as to cross or commence to cross a highway, or be turned in a highway, in such manner as to obstruct any traffic on the highway."
"Rules of the road,",148,7,,,"A motor vehicle proceeding from a place which is not a highway into a highway, or from a highway into a place which is not a highway, shall not be driven in such manner as to obstruct any traffic on the highway."
"Rules of the road,",148,8,,,A motor vehicle proceeding from any highway to any other highway shall not be driven in such manner as to obstruct any traffic on such other highway.
"Rules of the road,",148,9,,,"A motor vehicle which, at the intersection of two or more highways, turns into or crosses the highway declared and indicated by a notice under section 150 to be the main road shall not be driven in such manner as to obstruct any traffic on that main road."
"Rules of the road,",148,10,,,"Where two or more motor vehicles approach, or arrive at, the intersection of two or more highways at the same time from different directions, and any two or more of the drivers thereof indicate their intention to drive along the same part of the area of intersection, then, if traffic is not regulated at that intersection by a police officer or by means of light signals or of notices under section 150, no such motor vehicle shall be driven along that part of the area of intersection until any other such motor vehicle coming from the right or off side, has passed it."
"Rules of the road,",148,11,,,"Where two or more motor vehicles approach each other on a narrow highway, each of such vehicles shall be made to slow down for the purpose of allowing safe passage to the other vehicles or to any other traffic on the highway."
"Rules of the road,",148,12,,,Unless otherwise directed by a police officer on duty a motor vehicle turning to the left from any highway into any other highway shall be kept as near as possible to the left edge of the highway in the manner indicated in the following diagram :-
"Rules of the road,",148,13,,,"Unless otherwise directed by a police officer on duty, a motor vehicle turning to the right from any highway into any other highway, shall, wherever practicable, be driven in the manner indicated in the following diagram:-"
General duty of driver to accidents,149,1,,,"Notwithstanding anything contained in section 148, it shall be the duty of the driver of every motor vehicle on a highway to take such action as may be necessary to avoid any accident."
General duty of driver to accidents,149,2,,,The breach by the driver of any motor vehicle on a highway of any of the provisions of section 148 shall not be deemed to exonerate the driver of any other motor vehicle on the highway at that time from any breach of the duty imposed on him by subsection (1).
Declaration of main roads.,150,1,,,Regulations may be made declaring which of two or more intersecting highways shall be deemed to be the main road.
Declaration of main roads.,150,2,,,"Warning notices, in such form as may be prescribed, shall be exhibited and maintained by the licensing authority at suitable places on intersecting highways for the purpose of indicating each main road declared under this section."
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,,,"No person shall drive a motor vehicle on a highway after he has consumed alcohol or any drug.(1A) NO person shall drive any omnibus or hiring car or any other vehicle intended for the carriage of persons for fee or reward on a highway after he has consumed alcohol or any drug.(1B) Any person who drives a motor vehicle on a highway after he has consumed alcohol or any drug and thereby causes death or injury to any person, shall be guilty of an offence under this Act.(1C)(a) Where a police officer suspects that the driver of a motor vehicle on a highway has consumed alcohol he may require such person to submit himself immediately to a breath test for alcohol and that person shall comply with such requirement.(b) Where a breath test for alcohol reveals that such person has consumed alcohol or where such person refuses to submit himself to such test it shall be presumed that such person has consumed alcohol, unless evidence to the contrary has been adduced.(c) Where a police officer suspects that the driver of a motor vehicle on a highway has consumed any drug it shall be lawful for the police officer to produce such person before a Government medical officer for examination and that person shall comply with such requirements.(d) The report of a Government medical officer to the effect that the driver of a motor vehicle on a highway has consumed any drug shall be sufficient evidence of the fact that such person has consumed any drug unless evidence to the contrary has been adduced.(e) Where such person refuses to submit himself to any such examination by the Government medical officer it shall be presumed that he was driving after the consumption of drugs unless evidence to the contrary has been adduced. may be made(1D) Regulations prescribing-(i) the mode and manner in which the breath test for alcohol shall be conducted;(ii) the concentration of alcohol in a person's blood at or above which a person shall be deemed to have consumed alcohol;(iii) the mode and manner in which any examination may be conducted to ascertain whether a driver of a motor vehicle has consumed any drug; and(iv) the concentration of any drug in a person’s blood at or above which a person shall be deemed to have consumed any drug."
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1A,,(1A) NO person shall drive any omnibus or hiring car or any other vehicle intended for the carriage of persons for fee or reward on a highway after he has consumed alcohol or any drug.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1B,,"(1B) Any person who drives a motor vehicle on a highway after he has consumed alcohol or any drug and thereby causes death or injury to any person, shall be guilty of an offence under this Act."
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,,"(1C)(a) Where a police officer suspects that the driver of a motor vehicle on a highway has consumed alcohol he may require such person to submit himself immediately to a breath test for alcohol and that person shall comply with such requirement.(b) Where a breath test for alcohol reveals that such person has consumed alcohol or where such person refuses to submit himself to such test it shall be presumed that such person has consumed alcohol, unless evidence to the contrary has been adduced.(c) Where a police officer suspects that the driver of a motor vehicle on a highway has consumed any drug it shall be lawful for the police officer to produce such person before a Government medical officer for examination and that person shall comply with such requirements.(d) The report of a Government medical officer to the effect that the driver of a motor vehicle on a highway has consumed any drug shall be sufficient evidence of the fact that such person has consumed any drug unless evidence to the contrary has been adduced.(e) Where such person refuses to submit himself to any such examination by the Government medical officer it shall be presumed that he was driving after the consumption of drugs unless evidence to the contrary has been adduced. may be made"
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,a,Where a police officer suspects that the driver of a motor vehicle on a highway has consumed alcohol he may require such person to submit himself immediately to a breath test for alcohol and that person shall comply with such requirement.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,b,"Where a breath test for alcohol reveals that such person has consumed alcohol or where such person refuses to submit himself to such test it shall be presumed that such person has consumed alcohol, unless evidence to the contrary has been adduced."
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,c,Where a police officer suspects that the driver of a motor vehicle on a highway has consumed any drug it shall be lawful for the police officer to produce such person before a Government medical officer for examination and that person shall comply with such requirements.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,d,The report of a Government medical officer to the effect that the driver of a motor vehicle on a highway has consumed any drug shall be sufficient evidence of the fact that such person has consumed any drug unless evidence to the contrary has been adduced.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1C,e,Where such person refuses to submit himself to any such examination by the Government medical officer it shall be presumed that he was driving after the consumption of drugs unless evidence to the contrary has been adduced. may be made
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1D,,(1D) Regulations prescribing-(i) the mode and manner in which the breath test for alcohol shall be conducted;(ii) the concentration of alcohol in a person's blood at or above which a person shall be deemed to have consumed alcohol;(iii) the mode and manner in which any examination may be conducted to ascertain whether a driver of a motor vehicle has consumed any drug; and(iv) the concentration of any drug in a person’s blood at or above which a person shall be deemed to have consumed any drug.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1D,i,the mode and manner in which the breath test for alcohol shall be conducted;
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1D,ii,the concentration of alcohol in a person's blood at or above which a person shall be deemed to have consumed alcohol;
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1D,iii,the mode and manner in which any examination may be conducted to ascertain whether a driver of a motor vehicle has consumed any drug; and
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,1,1D,iv,the concentration of any drug in a person’s blood at or above which a person shall be deemed to have consumed any drug.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,2,,,No person shall drive a motor vehicle on a highway recklessly or in a dangerous manner or at a dangerous speed.
"Driving after the consumption of alcohol or drugs, and reckless or negligent driving.[2,31 of 1979.]",151,3,,,No person shall drive a motor vehicle on a highway negligently or without reasonable consideration for other persons using the highway.
Position of driver when driving motor vehicles.,152,1,,,No person shall drive a motor vehicle on a highway when he is in such a position that he has not or cannot have full control of the vehicle or a full and unobstructed view of the highway and the traffic ahead of the motor vehicle.
Position of driver when driving motor vehicles.,152,2,,,The driver of a motor vehicle on a highway shall not permit any person to sit beside him in any position which obstructs or is likely to obstruct the view of the highway and the traffic ahead of the motor vehicle or which hinders or is likely to hinder the steering or the control of the vehicle.
Position of driver when driving motor vehicles.,152,3,,,"The driver of a motor vehicle shall not permit any person to sit or stand on the right hand side of the driver's seat if the vehicle is steered from the right or off side thereof, or on the left hand side of that seat if the vehicle is steered from the left or near side thereof."
Signals by drivers.,153,1,,,"The driver of a motor vehicle shall, before commencing to turn to, or change direction towards, the right, extend his right arm and hand horizontally straight out from the right or off side with the palm turned to the front, so as to be visible to the drivers of all vehicles concerned, in the manner indicated in the following sketch :"
Signals by drivers.,153,2,,,"The driver of a motor vehicle may if he thinks fit-(a) in order to signal to an overtaking vehicle not to attempt to pass, extend his right arm and hand horizontally straight out from the right or off side of the motor vehicle, with the palm turned downwards, and move the arm up and down in the manner indicated in the following sketch :(b) in order to signal to an overtaking vehicle to pass, extend his right arm and hand below the level of the shoulder from the right or off side of the motor vehicle with the palm turned to the front, and move the arm backwards and forwards in the manner indicated in the following sketch :"
Signals by drivers.,153,2,a,,"in order to signal to an overtaking vehicle not to attempt to pass, extend his right arm and hand horizontally straight out from the right or off side of the motor vehicle, with the palm turned downwards, and move the arm up and down in the manner indicated in the following sketch :"
Signals by drivers.,153,2,b,,"in order to signal to an overtaking vehicle to pass, extend his right arm and hand below the level of the shoulder from the right or off side of the motor vehicle with the palm turned to the front, and move the arm backwards and forwards in the manner indicated in the following sketch :"
Signals by drivers.,153,3,,,"When approaching a police officer on duty at the intersection of two or more highways, the driver of a motor vehicle shall extend his arm, in the direction in which he wishes to proceed, so as to be visible to the police officer."
Signals by drivers.,153,4,,,"Regulations may be made requiring or authorizing the use of any signals other than those referred to in subsections (1), (2) and (3)."
Signals by drivers.,153,5,,,"All or any of the signals, the use of which is required or authorized by this section or by regulations under subsection (4), may be given by any mechanical or illuminated device of a type approved by the Commissioner."
Reversing of motor vehicles,154,,,,The driver of a motor vehicle shall not reverse the vehicle or permit it to travel backwards on a highway for a longer distance than may be necessary for the purpose of turning that vehicle or for any other reasonable purpose
Sound warnings.,155,1,,,"The driver of a motor vehicle on a highway shall give audible and sufficient warning of the approach or position of the motor vehicle by sounding an efficient instrument whenever such warning is necessary for safety ; Provided, however, that when a motor vehicle is stationary on a highway, no warning instrument affixed to that vehicle shall be sounded except for the purpose of preventing an accident or ensuring the safety of the vehicle or its occupants."
Sound warnings.,155,2,,,"No whistle or horn, other than a horn sounding a single note, shall, for the purposes of subsection (1), be sounded on any motor vehicle on any highway within the limits of an urban area."
Sound warnings.,155,3,,,"Regulations may be made prohibiting or restricting the use, for the purposes of subsection (1), of all warning instruments or any specified instrument, in any urban area or specified part thereof during any specified hours of the day."
Sound warnings.,155,4,,,"In any area in respect of which any regulation has been made under subsection(3), no person shall, notwithstanding the provisions of subsection (1), sound any warning instrument in contravention of that regulation"
"Riding on running boards, &c, of motor vehicles",156,,,,"The driver of any motor vehicle on a highway or, in the case of an omnibus, the, conductor, shall not permit any person to ride, and no person shall ride, on the running boards, wings or fenders or on the outside of the motor vehicle except on a properly constructed seat or except for the purpose of testing the vehicle during or after repairs."
Riding in omnibuses,156A,,,,"No conductor of an omnibus on a highway shall permit any passenger to ride, and no passenger shall ride, in any omnibus except in a seat provided for the use of passengers or in the gangway provided between two rows of seats in a single-decked omnibus, or in the gangway provided between two rows of seats in the lower deck of a double-decked omnibus"
Number of persons in front seats of hiring cars and private cars,157,,,,The driver of a hiring car on a highway or the owner or driver of a private car on a highway shall not cause or permit more than two persons in addition to the driver to ride in the front seat or seats of the car.
Pillion riding,158,,,,"The driver of a motor cycle which has no side-car attached thereto shall not carry more than one person on the cycle when it is used on a highway, and such person shall not be carried otherwise than sitting astride the cycle on a seat securely fixed thereto behind the driver's seat"
"Distribution of advertisements, &c",159,,,,"The driver of a motor vehicle shall not permit any person to distribute, and no person who is in the motor vehicle shall distribute, any advertisement, leaflet or handbill from the vehicle while it is in motion on a highway."
Use of wireless sets.,160,1,,,"The driver of a motor vehicle which is in motion on a highway shall not use or permit any person to use, and no person in the motor vehicle shall use any wireless set fitted to or carried in the vehicle."
Use of wireless sets.,160,2,,,"The driver of a motor coach or lorry which is within the limits of an urban area shall not use or permit any person to use, and no person shall use, any wireless set fitted to or carried in such coach or lorry."
Use of wireless sets.,160,3,,,"This section shall not apply in the case of any motor coach or lorry used for naval, military, air force or police purposes or for the purposes of the Posts and Telecommunications Departments or of any other prescribed department of Government or of any Regional Transport Board established by the Transport Board Law, if a permit authorizing the use of a wireless set on such coach or lorry has been issued by the Commissioner."
Duty in case of accident.,161,1,,,"Where in any accident due to the use of any motor vehicle on a highway any injury is caused to any person, animal or property, the following provisions shall have effect:-(a) The driver of the motor vehicle shall-(i) immediately stop the vehicle ;(ii) furnish his name and address, the name and address of the owner of the vehicle, the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or by the owner or person in charge of the property or the animal to which, the injury has been caused, or by any police officer or grama seva niladhari;(iii) in any case where the person to whom injury has been caused so requests, or if he is unconscious or if the injury caused to that person appears to endanger life, take that person immediately to a hospital or to a medical practitioner, and thereafter report the accident forthwith to the officer in charge of the nearest police station ; and(iv) in every case not referred to in paragraph (iii), report the accident forthwith to the officer in charge of the nearest police station.(b) The owner of the motor vehicle, whether or not he was present at the time of the accident, shall on demand by any police officer or grama seva niladhari, furnish all information in his possession as to the name, address, description, antecedents and whereabouts of the driver of the vehicle and of every person in the vehicle at the time of the accident.(c) Every person, other than the driver, who was in the vehicle at the time of the accident shall-(i) furnish his name and address and all such information as may be in his possession as to the names and addresses of the driver and of the owner of the vehicle and the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or the owner or person in charge of the property or animal to which, the injury has been caused, or by any police officer or grama seva niladhari; or(ii) within twenty-four hours of the accident communicate his name and address and the fact that he was in the vehicle at the time of the accident to the officer in charge of a police station."
Duty in case of accident.,161,1,a,,"The driver of the motor vehicle shall-(i) immediately stop the vehicle ;(ii) furnish his name and address, the name and address of the owner of the vehicle, the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or by the owner or person in charge of the property or the animal to which, the injury has been caused, or by any police officer or grama seva niladhari;(iii) in any case where the person to whom injury has been caused so requests, or if he is unconscious or if the injury caused to that person appears to endanger life, take that person immediately to a hospital or to a medical practitioner, and thereafter report the accident forthwith to the officer in charge of the nearest police station ; and(iv) in every case not referred to in paragraph (iii), report the accident forthwith to the officer in charge of the nearest police station."
Duty in case of accident.,161,1,a,i,immediately stop the vehicle ;
Duty in case of accident.,161,1,a,ii,"furnish his name and address, the name and address of the owner of the vehicle, the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or by the owner or person in charge of the property or the animal to which, the injury has been caused, or by any police officer or grama seva niladhari;"
Duty in case of accident.,161,1,a,iii,"in any case where the person to whom injury has been caused so requests, or if he is unconscious or if the injury caused to that person appears to endanger life, take that person immediately to a hospital or to a medical practitioner, and thereafter report the accident forthwith to the officer in charge of the nearest police station ; and"
Duty in case of accident.,161,1,a,iv,"in every case not referred to in paragraph (iii), report the accident forthwith to the officer in charge of the nearest police station."
Duty in case of accident.,161,1,b,,"The owner of the motor vehicle, whether or not he was present at the time of the accident, shall on demand by any police officer or grama seva niladhari, furnish all information in his possession as to the name, address, description, antecedents and whereabouts of the driver of the vehicle and of every person in the vehicle at the time of the accident."
Duty in case of accident.,161,1,c,,"Every person, other than the driver, who was in the vehicle at the time of the accident shall-(i) furnish his name and address and all such information as may be in his possession as to the names and addresses of the driver and of the owner of the vehicle and the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or the owner or person in charge of the property or animal to which, the injury has been caused, or by any police officer or grama seva niladhari; or(ii) within twenty-four hours of the accident communicate his name and address and the fact that he was in the vehicle at the time of the accident to the officer in charge of a police station."
Duty in case of accident.,161,1,c,i,"furnish his name and address and all such information as may be in his possession as to the names and addresses of the driver and of the owner of the vehicle and the distinctive number of the vehicle and other particulars relating thereto, if requested so to do by any person to whom, or the owner or person in charge of the property or animal to which, the injury has been caused, or by any police officer or grama seva niladhari; or"
Duty in case of accident.,161,1,c,ii,within twenty-four hours of the accident communicate his name and address and the fact that he was in the vehicle at the time of the accident to the officer in charge of a police station.
Duty in case of accident.,161,2,,,"Where in any accident due to the use of a motor vehicle on a highway any injury is caused to any person, and the driver of the motor vehicle on being requested so to do by a police officer or a grama seva niladhari, or by the person who has been injured or any other person acting on his behalf, does not at the time produce the certificate of insurance or of security relating to that vehicle-(a) the driver shall, as soon as possible, and in any case within twenty-four hours of the occurrence of the accident, produce such certificate for inspection at the nearest police station:Provided, however, that no person shall be deemed to have contravened the provisions of this subsection by reason only of his failure to produce such certificate, if, before the expiry of a period of five days from the date on which the production of the certificate was so required, he produces the certificate in person at such police station as may have been specified by him on that date ;(b) the owner of the motor vehicle shall give such information as may be required by a police officer for the purpose of determining whether or not the vehicle was being driven in contravention of the provisions of section 99 at the time when the driver was required to produce the certificate."
Duty in case of accident.,161,2,a,,"the driver shall, as soon as possible, and in any case within twenty-four hours of the occurrence of the accident, produce such certificate for inspection at the nearest police station:"
Duty in case of accident.,161,2,a,,"Provided, however, that no person shall be deemed to have contravened the provisions of this subsection by reason only of his failure to produce such certificate, if, before the expiry of a period of five days from the date on which the production of the certificate was so required, he produces the certificate in person at such police station as may have been specified by him on that date ;"
Duty in case of accident.,161,2,b,,the owner of the motor vehicle shall give such information as may be required by a police officer for the purpose of determining whether or not the vehicle was being driven in contravention of the provisions of section 99 at the time when the driver was required to produce the certificate.
Traffic directions and police officer to be obeyed,162,,,,"The driver of a motor vehicle shall obey all verbal directions or signals, given by a police officer in the execution of his duty, to stop or reverse the car or to make it slow down or turn back or to pass on such side or to keep to such line of traffic as may be indicated by the police officer"
"Motor vehicles to be stopped on request of officers in command of troops, &c.",163,,,,"Whenever a request to stop any motor vehicle on a highway is made, either verbally or by raising the hand as a signal, by a person in command of a body of troops or having charge of any animal, the driver of the motor vehicle shall immediately stop the car and keep it stationary so long as may be reasonably necessary"
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,,,"Subject to such regulations as may be made in that behalf under subsection (2), traffic signs and notices may be erected or exhibited on, or so as to be visible from, any highway-(a) by order of a police officer not below the rank of Superintendent or Assistant Superintendent in charge of a division, for the purposes of any temporary regulation of traffic ; or(b) by order of the local authority of any area in the case of a highway in charge of that local authority or in the case of a highway in charge of the Department of Highways or a Department of a Director of Works, by order of that department-(i) for the purpose of regulating the movement of traffic or indicating the route to be followed by traffic, or for any other purpose relating to or connected with the use of motor vehicles on that highway; or(ii) for the purpose of prohibiting, restricting or regulating traffic over any bridge, or any section of the highway, which is in a dangerous condition or in course of repair, construction or reconstruction; or(c) by order of the Sri Lanka Central Transport Board or any Regional Transport Board for the purpose of indicating-(i) places set apart for the parking of omnibuses and hiring cars belonging to such Board ; and(ii) stopping places for omnibuses belonging to such Board."
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,a,,"by order of a police officer not below the rank of Superintendent or Assistant Superintendent in charge of a division, for the purposes of any temporary regulation of traffic ; or"
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,b,,"by order of the local authority of any area in the case of a highway in charge of that local authority or in the case of a highway in charge of the Department of Highways or a Department of a Director of Works, by order of that department-(i) for the purpose of regulating the movement of traffic or indicating the route to be followed by traffic, or for any other purpose relating to or connected with the use of motor vehicles on that highway; or(ii) for the purpose of prohibiting, restricting or regulating traffic over any bridge, or any section of the highway, which is in a dangerous condition or in course of repair, construction or reconstruction; or"
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,b,i,"for the purpose of regulating the movement of traffic or indicating the route to be followed by traffic, or for any other purpose relating to or connected with the use of motor vehicles on that highway; or"
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,b,ii,"for the purpose of prohibiting, restricting or regulating traffic over any bridge, or any section of the highway, which is in a dangerous condition or in course of repair, construction or reconstruction; or"
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,c,,by order of the Sri Lanka Central Transport Board or any Regional Transport Board for the purpose of indicating-(i) places set apart for the parking of omnibuses and hiring cars belonging to such Board ; and(ii) stopping places for omnibuses belonging to such Board.
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,c,i,places set apart for the parking of omnibuses and hiring cars belonging to such Board ; and
"Traffic signs and notices of police officer, local authority and the Department of Highways or a Department of a Director of Works.",164,1,c,ii,stopping places for omnibuses belonging to such Board.
