c1,c2,c3,c4,c5,c6
Permits for regular services to be usually exclusive.,55,8,,,"Notwithstanding anything in subsection (1) of this section, the grant to the Colombo Municipal Council of a stage carriage permit authorizing the provision of a regular omnibus service on any route referred to in subsection (3) of section 66 shall not prevent the grant of a stage carriage permit to the person mentioned in the first column of Part B of the Schedule to this Act, authorizing him to continue to provide a regular service, being a service identical with that heretofore provided by him under the authority of any road service licences described in the second column of Part B of that Schedule:"
Permits for regular services to be usually exclusive.,55,8,,,"Provided, however, that-(a) if the Colombo Municipal Council so requests, the Commissioner may refuse to grant any such permit to any such person or may attach to the permit granted to him a condition that no passenger is both picked up and set down at points on such route which are served by the omnibus service provided by the Council;(b) where a permit is so refused to any such person, or the permit granted to him is made subject to the condition mentioned in paragraph (a), that person shall be entitled to compensation for loss of business from the Municipal Council;(c) regulations may be made prescribing the mode of computing such compensation, the matters to be taken into consideration in determining such amount and providing for the settlement by arbitration in the prescribed manner of any dispute as to the amount of compensation so payable."
Permits for regular services to be usually exclusive.,55,8,a,,"if the Colombo Municipal Council so requests, the Commissioner may refuse to grant any such permit to any such person or may attach to the permit granted to him a condition that no passenger is both picked up and set down at points on such route which are served by the omnibus service provided by the Council;"
Permits for regular services to be usually exclusive.,55,8,b,,"where a permit is so refused to any such person, or the permit granted to him is made subject to the condition mentioned in paragraph (a), that person shall be entitled to compensation for loss of business from the Municipal Council;"
Permits for regular services to be usually exclusive.,55,8,c,,"regulations may be made prescribing the mode of computing such compensation, the matters to be taken into consideration in determining such amount and providing for the settlement by arbitration in the prescribed manner of any dispute as to the amount of compensation so payable."
Disposal of applications for permits.,56,1,,,"Subject to the provisions of sections 54 and 55, the Commissioner shall have full power and discretion to make a determination either to grant or refuse an application for a stage carriage permit."
Disposal of applications for permits.,56,2,,,"The Commissioner, in exercising the discretion in regard to the grant or refusal of stage carriage permits and to the route or routes in respect of which permits may be granted, shall have regard primarily to the interests of the public generally, including those of persons requiring, as well as those of persons providing, facilities for the transport of passengers for fee or reward and shall, in particular, have regard in the case of any application for any such permit, to the following matters:-(a) the extent to which the proposed service is necessary or desirable in the public interest;(b) the suitability of the proposed route or routes;(c) the extent, if any, to which the needs of the proposed route or routes or of any such route are already adequately served;(d) the needs of the area as a whole in relation to traffic (including the provision of adequate, suitable and efficient services and the provision of unremunerative services) and the co-ordination of all forms of passenger transport, including transport by railway;(e) the question whether any provision of any other written law prescribing a speed limit is likely to be contravened;(f) the financial position of the applicant, in so far as it may affect the efficient operation of the proposed service;(g) the following considerations of policy, that is to say :-(i) that wherever any transportation facilities (including facilities provided by the railway) in any area or on any route are, in the opinion of the Commissioner, satisfactory and efficient to meet at reasonable charge the transportation requirements of the public within that area or on that route, it is undesirable to grant stage carriage permits authorizing the carriage of passengers within substantially the same area or over substantially the same route in competition with the said transportation facilities, and(ii) that it is desirable, except where special circumstances render it inexpedient so to do, to give preference (other things being equal) to an application by a co-operative society for a permit to provide services which fulfill transportation requirements in the locality in which the society carries on its activities wherever such services will not be in competition with services provided on established trunk routes, and to give preference to an application by the Colombo Municipal Council for a permit to provide services on any route on which a tramway service was provided in the month of December, 1949, and(iii) that, where in the case of any application for a stage carriage permit authorizing the provision of a regular service the following condition is satisfied, namely, that the applicant is at the time of his application the holder of a permit authorizing the provision of a substantially similar service, preference should be given to his application over any application by a person in whose case the said condition is not satisfied, unless the refusal of the first-mentioned application is justified on the ground that the conditions of any permit previously held by the applicant have not been complied with or is justified by special circumstances."
Disposal of applications for permits.,56,2,a,,the extent to which the proposed service is necessary or desirable in the public interest;
Disposal of applications for permits.,56,2,b,,the suitability of the proposed route or routes;
Disposal of applications for permits.,56,2,c,,"the extent, if any, to which the needs of the proposed route or routes or of any such route are already adequately served;"
Disposal of applications for permits.,56,2,d,,"the needs of the area as a whole in relation to traffic (including the provision of adequate, suitable and efficient services and the provision of unremunerative services) and the co-ordination of all forms of passenger transport, including transport by railway;"
Disposal of applications for permits.,56,2,e,,the question whether any provision of any other written law prescribing a speed limit is likely to be contravened;
Disposal of applications for permits.,56,2,f,,"the financial position of the applicant, in so far as it may affect the efficient operation of the proposed service;"
Disposal of applications for permits.,56,2,g,,"the following considerations of policy, that is to say :-(i) that wherever any transportation facilities (including facilities provided by the railway) in any area or on any route are, in the opinion of the Commissioner, satisfactory and efficient to meet at reasonable charge the transportation requirements of the public within that area or on that route, it is undesirable to grant stage carriage permits authorizing the carriage of passengers within substantially the same area or over substantially the same route in competition with the said transportation facilities, and(ii) that it is desirable, except where special circumstances render it inexpedient so to do, to give preference (other things being equal) to an application by a co-operative society for a permit to provide services which fulfill transportation requirements in the locality in which the society carries on its activities wherever such services will not be in competition with services provided on established trunk routes, and to give preference to an application by the Colombo Municipal Council for a permit to provide services on any route on which a tramway service was provided in the month of December, 1949, and(iii) that, where in the case of any application for a stage carriage permit authorizing the provision of a regular service the following condition is satisfied, namely, that the applicant is at the time of his application the holder of a permit authorizing the provision of a substantially similar service, preference should be given to his application over any application by a person in whose case the said condition is not satisfied, unless the refusal of the first-mentioned application is justified on the ground that the conditions of any permit previously held by the applicant have not been complied with or is justified by special circumstances."
Disposal of applications for permits.,56,2,g,i,"that wherever any transportation facilities (including facilities provided by the railway) in any area or on any route are, in the opinion of the Commissioner, satisfactory and efficient to meet at reasonable charge the transportation requirements of the public within that area or on that route, it is undesirable to grant stage carriage permits authorizing the carriage of passengers within substantially the same area or over substantially the same route in competition with the said transportation facilities, and"
Disposal of applications for permits.,56,2,g,ii,"that it is desirable, except where special circumstances render it inexpedient so to do, to give preference (other things being equal) to an application by a co-operative society for a permit to provide services which fulfill transportation requirements in the locality in which the society carries on its activities wherever such services will not be in competition with services provided on established trunk routes, and to give preference to an application by the Colombo Municipal Council for a permit to provide services on any route on which a tramway service was provided in the month of December, 1949, and"
Disposal of applications for permits.,56,2,g,iii,"that, where in the case of any application for a stage carriage permit authorizing the provision of a regular service the following condition is satisfied, namely, that the applicant is at the time of his application the holder of a permit authorizing the provision of a substantially similar service, preference should be given to his application over any application by a person in whose case the said condition is not satisfied, unless the refusal of the first-mentioned application is justified on the ground that the conditions of any permit previously held by the applicant have not been complied with or is justified by special circumstances."
Conditions attached to permits,57,,,,"Subject to the provisions of this Act and of any regulations made in that behalf, the Commissioner may attach to any stage carriage permit all such conditions as he may think fit to impose with respect to the matters mentioned in section 56 and generally for securing the safety and convenience of the public, including conditions requiring-"
Conditions attached to permits.,57,2,a,,that the fares to be charged shall be such as may be specified in the permit;
Conditions attached to permits.,57,2,b,,that the service shall be operated in accordance with a time-table specified in the permit;
Conditions attached to permits.,57,2,c,,that copies of the time-table and fare- table shall be carried and kept exhibited in omnibuses used on the service;
Conditions attached to permits.,57,2,d,,that every omnibus used on the service shall be of a specified type and be maintained at all times in a fit and serviceable condition ;
Conditions attached to permits.,57,2,e,,that no omnibus shall be used on the service unless a certificate of fitness in respect thereof is in force for the time being;
Conditions attached to permits.,57,2,f,,"in a case where permits are issued to different persons involving the use of the same section of a highway, or where any route or part thereof lies within the administrative limits of any local authority, that passengers shall not be taken up or shall not be set down-(i) except at specified points or(ii) between specified points;"
Conditions attached to permits.,57,2,f,i,except at specified points or
Conditions attached to permits.,57,2,f,ii,between specified points;
Conditions attached to permits.,57,2,g,,that the requirements of any written law with respect to the time for which drivers or conductors of omnibuses may remain continuously on duty and to their hours of work or rest and to their wages are complied with in the case of the drivers and conductors of the omnibuses used under the authority of the permit;
Conditions attached to permits.,57,2,h,,that the speed limits prescribed by any written law and applicable in the case of omnibuses shall be observed in the operation of the service;
Conditions attached to permits.,57,2,i,,"that mails or newspapers shall be carried to such places and at such times as the Commissioner may specify, if payment for such carriage is made in accordance with rates approved by the Commissioner, and in the case of mails, that they shall be carried in accordance with terms and arrangements approved by the Commissioner and embodied in a contract between the applicant and the Postmaster-General;"
Conditions attached to permits.,57,2,j,,"that the holder of the permit must make adequate provision, whether by setting apart of funds or in any other prescribed manner for depreciation of omnibuses, buildings and plant and for the purchase of new omnibuses;"
Conditions attached to permits.,57,2,k,,"that, in the case of a permit for a regular service, the holder shall be bound, if required so to do, to provide omnibus services or hiring car services on any neighbouring route or routes in the area deemed by the Commissioner to be the area served by the regular service provided under the permit, whenever the Commissioner is of the opinion that such additional omnibus or hiring car services are necessary in the public interest."
Variation of conditions of permit.,58,,,,"The Commissioner may, upon application made to him in that behalf by the holder of a stage carriage permit, or of his own motion, modify or rescind any condition attached to that permit under section 57 or attach any new condition thereto: Provided, however, that except in a case where application in that behalf has been made by the holder of a permit, no condition shall be modified or rescinded and no new condition shall be attached except after giving the holder an opportunity to be heard."
Orders and permits for special services,59,1,,,"For the purpose of meeting any increased demand for passenger transport, the Commissioner may by order direct the holder of a stage carriage permit for a regular service to increase the frequency of the services provided under any permit, or to provide additional regular services, whether on the whole of the route or routes specified in the permit or on any such route or part thereof; and any service which is provided in compliance with the order shall be deemed for the purposes of this Part to be a service authorized by that permit. No such order shall be made unless the holder has first been given an opportunity to be heard."
Orders and permits for special services,59,2,,,"For the purpose of meeting any demand for passenger transport during the existence of any emergency, the Commissioner may grant a stage carriage permit to any person authorizing the provision of such emergency services as may be specified in the permit. Nothing in section 52 or in section 53 shall apply in relation to the grant of any permit under this subsection; and any such permit may be granted notwithstanding anything to the contrary in section 55."
Orders and permits for special services,59,3,,,A certificate under the hand of the Minister to the effect that an emergency exists shall for the purposes of subsection (2) be final and conclusive.
Revocation or suspension of permits.,60,1,,,"Subject to the provisions of this section, the Commissioner may revoke any stage carriage permit or suspend any permit for any specified period on the ground that any of the conditions attached to the permit have not been complied with."
Revocation or suspension of permits.,60,2,,,"The Commissioner shall not make a determination that a stage carriage permit be revoked or suspended unless satisfied that such revocation or suspension is necessary by reason of the frequency of the breach of conditions, or of any breach having been committed wilfully or to the danger of the public."
Revocation or suspension of permits.,60,3,,,"In any case where it would be lawful for the Commissioner in accordance with the preceding provisions of this section to make a determination that a permit be revoked or suspended, the Commissioner may instead order him to pay a penalty of an amount not exceeding five thousand rupees or, in the case of a continuing breach of a condition, not exceeding two hundred rupees for each day on which the breach was so continued."
Revocation or suspension of permits.,60,4,,,"The amount of any penalty shall, when paid, be credited to the Consolidated Fund."
Revocation or suspension of permits.,60,5,,,The provisions of this section shall not affect or prejudice the institution or maintenance in any case of a prosecution for any offence under this Act or any other written law.
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,1,,,"Where a stage carriage permit is revoked under section 60, the Commissioner may-(a) grant a stage carriage permit to any person or persons authorizing the provision of an omnibus service or omnibus services on the route or routes in respect of which the revoked stage carriage permit was issued, or(b) himself provide an omnibus service or omnibus services on such route or routes."
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,1,a,,"grant a stage carriage permit to any person or persons authorizing the provision of an omnibus service or omnibus services on the route or routes in respect of which the revoked stage carriage permit was issued, or"
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,1,b,,himself provide an omnibus service or omnibus services on such route or routes.
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,2,,,"Nothing in sections 51, 52, 53, 54, 55, 56 and 66 shall apply in relation to the grant of any stage carriage permit under subsection (1)."
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,3,,,The Minister may by Order published in the Gazette vest in the State or requisition any such omnibuses or other property used by any person for the provision of a regular or an occasional omnibus service or tourist or other similar service as may be required by the Commissioner for the provision by him of an omnibus service.
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,4,,,Any property vested in the State under subsection (3) shall so vest free from all encumbrances.
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,5,,,"Where any property is on any date vested in the State under subsection (3), the Commissioner shall pay under the general directions of the Minister fair compensation to the person in whose possession that property was on the day on which such property vested in the State."
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,6,,,"Where any property is on any date requisitioned under subsection (3), the Commissioner shall pay as compensation a fair rent or hire to the person in whose possession that property was on the day immediately preceding that date. Any compensation under this subsection shall be considered as accruing due from day to day during the period of requisition and shall be apportionable in respect of time accordingly."
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,7,,,The mode of payment of compensation under this section shall be as determined by the Minister in charge of the subject of Finance.
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,8,,,"Where any person is aggrieved by the decision of the Commissioner in respect of any compensation payable under this section, that person may make a written appeal from that decision to the Minister, and the Minister's decision on every appeal under this subsection shall be final and conclusive and shall not be called in question in any court."
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,9,,,The Commissioner or any officer authorized by him in that behalf may take possession of any omnibus or other property vested in the State or requisitioned under subsection (3).
"Provision of omnibus services when stage carriage permit is revoked.[3,7 of 1957.]",60A,10,,,"Every person who prevents or obstructs any person from or in taking possession, under subsection (9), of any omnibus or other property vested in the State or requisitioned under subsection (3) shall be guilty of an offence and shall, on conviction after summary trial before a Magistrate, be liable to imprisonment of either description for a period not exceeding one year or to a fine not exceeding one thousand rupees or to both such imprisonment and fine."
"Provision as to transferability,& c, of permits.",61,1,,,The holder of a stage carriage permit shall not transfer or assign the permit to any other person.
"Provision as to transferability,& c, of permits.",61,2,,,"In the event of the death of the holder of a stage carriage permit, the person having the custody of the omnibus or the majority of the omnibuses used under the authority of the permit shall forthwith give notice of the death to the Commissioner; and if that person, within fourteen days of the death of the holder, makes application to the Commissioner for a new permit in substitution for the existing permit, that person shall be deemed for the purposes of this Act to be the holder of the existing permit during the period commencing on the date of the death and ending on the date of the grant or refusal of the application:"
"Provision as to transferability,& c, of permits.",61,2,,,"Provided, however, that no stage carriage permit shall by reason of the preceding provisions of this section be deemed to be in force at any time after the period for which the permit was granted."
"Provision as to transferability,& c, of permits.",61,3,,,"Where upon the death of the holder of a stage carriage permit for a regular service the application (referred to in subsection (2)) for a new permit is made by the person to whom the business carried on by the deceased holder under the authority of his permit has passed by testamentary disposition or upon intestacy, nothing in section 53 shall apply in relation to the application."
"Provision as to transferability,& c, of permits.",61,4,,,"In the event of the insolvency or bankruptcy of the holder of a stage carriage permit, the assignee, liquidator or receiver of the estate of the insolvent or bankrupt shall, within seven days of his appointment, give notice thereof to the Commissioner, and shall be deemed for the purposes of this Part to be the holder of the permit."
"Provision as to transferability,& c, of permits.",61,5,,,"In any case where the Commissioner is satisfied that a company in respect of which the provisions of section 67 are complied with, has prior to the 1st day of January, 1954, been formed for the purpose of carrying on the business of any holder of a stage carriage permit for a regular service, the Commissioner (notwithstanding that that section has not come into operation) may, upon application made to him in that behalf by such holder, endorse the permit by entering therein the name of the company as the holder of the permit."
"Right of appeal against certain determinations ; finality of other determinations, &c.[4,7 of 1957.]",62,1,,,"(a) The applicant for a stage carriage permit for a regular service, or any person who has duly made objection under section 52 in respect of the application, if aggrieved by the determination of the Commissioner thereon, or(b) the holder of a stage carriage permit, if aggrieved by any order under section 59 (1) directing him to increase the frequency of any service, or if aggrieved by any order made under section 60 (3), shall have a right of appeal against such determination or order in accordance with the provisions in that behalf in Part X."
"Right of appeal against certain determinations ; finality of other determinations, &c.[4,7 of 1957.]",62,1,a,,"The applicant for a stage carriage permit for a regular service, or any person who has duly made objection under section 52 in respect of the application, if aggrieved by the determination of the Commissioner thereon, or"
"Right of appeal against certain determinations ; finality of other determinations, &c.[4,7 of 1957.]",62,1,b,,"the holder of a stage carriage permit, if aggrieved by any order under section 59 (1) directing him to increase the frequency of any service, or if aggrieved by any order made under section 60 (3), shall have a right of appeal against such determination or order in accordance with the provisions in that behalf in Part X."
"Right of appeal against certain determinations ; finality of other determinations, &c.[4,7 of 1957.]",62,2,,,"Every determination of the Commissioner under this Part against which a right of appeal is conferred by subsection (1) shall, if such right of appeal is not duly exercised, be final and conclusive."
